cap_ave numeric,remove,ooo,money,free,our,char_$,char_!,class
1.4,1,1,1,1,2,1,1,emai
1.426,1,1,1,1,2,1,1,emai
2.117,1,1,1,1,1,1,1,emai
3.26,1,1,1,1,1,1,1,emai
2.16,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,2,1,1,emai
15.333,1,1,1,1,2,1,1,emai
1.272,1,1,1,1,2,1,2,emai
5.3,1,1,1,1,1,1,1,emai
1.823,1,1,1,1,2,1,1,emai
1.671,1,1,1,1,2,1,1,emai
3.183,1,1,1,1,1,1,1,emai
1.637,1,1,1,1,2,1,1,emai
14,1,1,1,1,1,1,1,emai
2.542,1,1,1,1,1,1,1,emai
1.866,1,1,1,1,1,1,1,emai
1.347,1,1,2,1,1,2,1,emai
2.16,1,1,1,1,1,1,1,emai
3.312,1,1,1,1,1,1,1,emai
2.885,1,1,1,1,1,1,1,emai
2.206,1,1,1,1,1,1,1,emai
2.156,1,1,1,1,1,1,1,emai
1.767,1,1,1,1,1,1,2,emai
1.722,1,1,1,1,1,1,1,emai
1.76,1,1,1,1,1,2,2,emai
1,1,1,1,1,1,1,1,emai
1.884,1,1,1,1,2,1,1,emai
1.125,1,1,1,1,1,2,1,emai
1,1,1,1,1,1,1,1,emai
1.754,1,1,1,1,2,1,1,emai
1.848,1,1,1,1,1,1,1,emai
3.525,1,1,1,1,2,1,1,emai
3.657,1,1,1,1,1,1,1,emai
2.5,1,1,1,1,1,1,1,emai
1.846,1,1,1,1,1,1,1,emai
2.291,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.517,1,1,1,1,2,1,1,emai
1.625,1,1,1,1,1,1,1,emai
1.715,1,1,1,1,2,1,1,emai
2.5,2,1,1,2,2,1,2,emai
2.166,1,1,1,1,1,1,1,emai
5.846,1,1,1,1,1,1,1,emai
6.096,1,1,1,1,1,1,1,emai
1.831,1,1,2,1,2,1,1,emai
1.583,1,1,1,2,1,1,1,emai
8.021,1,1,1,1,1,1,1,emai
2.833,1,1,1,1,2,1,2,emai
1.84,1,1,1,1,1,1,1,emai
3,1,1,1,1,1,1,1,emai
5.888,1,1,1,1,1,1,1,emai
2.419,1,1,1,1,2,1,1,emai
1.826,1,1,1,1,2,1,1,emai
2.161,1,1,1,1,2,1,1,emai
1.156,1,1,1,1,1,1,1,emai
1,1,1,1,2,1,1,1,emai
1,1,1,1,1,1,1,1,emai
3.989,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.785,1,1,1,1,1,1,1,emai
3.677,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,1,1,emai
2.7,1,1,1,1,1,1,1,emai
1.833,1,1,1,1,1,1,1,emai
3.211,1,1,1,1,2,1,1,emai
2.634,1,1,1,1,1,1,1,emai
3.233,1,1,1,1,1,1,1,emai
1.976,1,1,1,1,1,1,1,emai
2.42,2,1,1,1,1,1,1,emai
2.431,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
2.333,1,1,2,1,1,1,2,emai
1.853,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.246,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,2,emai
2.63,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.097,1,1,1,1,2,1,1,emai
2.904,1,1,1,1,1,2,1,emai
1.444,1,1,1,1,1,1,1,emai
2.294,1,1,1,1,1,1,1,emai
2.8,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
4.133,1,1,1,1,1,1,1,emai
2.278,1,1,1,1,1,1,1,emai
2.094,1,1,1,1,1,1,1,emai
4.84,1,1,1,1,1,1,1,emai
2.111,1,1,1,1,2,1,1,emai
2.234,1,1,1,1,2,1,1,emai
1.666,1,1,1,1,1,1,1,emai
1.058,1,1,1,1,1,1,1,emai
1.677,1,1,1,1,2,1,1,emai
1.666,1,1,1,1,1,1,2,emai
2,1,1,1,1,1,1,3,emai
1.948,1,1,1,1,2,1,1,emai
1.967,1,1,1,2,2,1,1,emai
1,1,1,1,1,1,1,3,emai
1.742,1,1,1,1,2,1,1,emai
1.062,1,1,1,1,1,1,1,emai
4.379,1,1,1,1,1,1,1,emai
1.466,1,1,1,1,1,1,1,emai
1.859,1,1,1,1,1,1,1,emai
2.731,1,1,1,1,1,1,1,emai
2.053,1,1,1,1,2,1,1,emai
1.64,1,1,1,1,1,1,1,emai
1.285,1,1,1,1,1,1,1,emai
2.142,1,1,1,1,1,1,1,emai
1.2,1,1,1,1,1,1,3,emai
2.062,1,1,1,1,2,2,1,emai
1.423,1,1,1,1,1,1,2,emai
2.405,1,1,1,2,1,1,1,emai
1.842,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
4.964,1,1,1,1,2,1,1,emai
1,1,1,1,1,2,1,1,emai
2.638,1,1,1,1,1,1,1,emai
1.545,1,1,1,1,1,1,1,emai
1.3,1,1,1,1,1,1,1,emai
3.153,1,1,1,1,1,1,1,emai
1.605,1,1,1,1,1,1,1,emai
1.153,1,1,1,1,1,1,1,emai
2.442,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
2.701,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.2,1,1,1,1,1,1,1,emai
2.238,1,1,1,1,1,1,1,emai
1.8,1,1,1,1,2,1,1,emai
2.16,1,1,1,1,1,1,1,emai
4.368,1,1,1,1,1,1,1,emai
1.551,1,1,1,1,2,1,2,emai
2.25,1,1,1,1,1,1,1,emai
2.288,1,1,1,1,1,1,1,emai
1.988,1,1,1,1,1,1,1,emai
2.111,1,1,1,1,2,1,1,emai
1.411,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
2.222,1,1,1,1,1,1,1,emai
2.604,1,1,1,1,1,1,1,emai
2.826,1,1,1,1,1,1,2,emai
2.208,1,1,1,1,1,1,1,emai
3.25,1,1,1,1,1,1,1,emai
1.919,1,1,1,1,2,1,1,emai
1.813,1,1,1,1,1,1,2,emai
1.983,1,1,1,1,2,1,1,emai
1.681,1,1,1,1,2,1,1,emai
1.947,1,1,1,1,1,1,1,emai
5.5,1,1,1,1,1,1,1,emai
3.055,1,1,1,1,1,1,1,emai
1.285,1,1,1,1,1,1,1,emai
1.526,1,1,1,1,1,1,1,emai
1.545,1,1,2,1,1,1,1,emai
1.722,1,1,1,1,1,1,3,emai
1.195,1,1,1,2,1,1,1,emai
1.125,1,1,1,1,1,1,1,emai
2.344,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,1,emai
1.192,1,1,1,1,2,1,3,emai
1.206,1,1,1,1,1,1,1,emai
1.222,1,1,1,1,1,1,1,emai
4.437,1,2,1,2,2,1,3,emai
1.592,1,1,1,1,1,2,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1.125,1,1,1,1,1,1,1,emai
1.645,1,1,1,1,1,1,1,emai
1.181,1,1,1,1,1,1,2,emai
2.362,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
1.4,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.294,1,1,1,1,1,1,3,emai
1.454,1,1,1,1,1,1,1,emai
1.2,1,1,1,1,1,1,3,emai
2.557,1,1,1,1,1,1,1,emai
1.607,1,1,1,1,1,1,1,emai
1.428,1,1,1,1,1,2,1,emai
1,1,1,1,1,1,1,3,emai
1.114,1,1,1,1,1,1,1,emai
1.111,1,1,1,1,1,1,1,emai
1.714,1,1,1,1,1,1,2,emai
1.25,1,1,1,1,1,1,1,emai
1.37,1,1,1,1,1,1,2,emai
1.238,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,3,emai
1.16,1,1,1,1,1,1,3,emai
2.222,1,1,1,1,1,1,1,emai
1.076,1,1,1,1,2,1,1,emai
1.279,1,1,1,1,1,1,2,emai
1.59,1,1,1,1,1,2,1,emai
2.666,1,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,3,emai
1.263,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1.786,1,1,1,1,1,1,1,emai
1.976,1,1,1,1,1,2,1,emai
1,1,1,1,1,1,1,1,emai
1.681,1,1,1,1,1,1,2,emai
2.487,1,1,1,2,1,1,2,emai
2.413,1,1,1,1,1,1,1,emai
1.897,1,1,1,1,1,2,2,emai
1.1,1,1,1,1,1,1,2,emai
9.125,1,1,1,1,1,1,3,emai
1.225,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.677,1,1,1,1,1,2,2,emai
2.125,1,1,2,1,1,1,3,emai
2.483,1,1,1,1,2,1,1,emai
1.466,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,1,1,2,emai
1.361,1,1,1,1,1,1,2,emai
2.213,2,1,1,1,2,1,2,emai
1,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,1,1,2,emai
1.363,1,1,1,1,1,2,1,emai
1.347,1,1,1,1,1,2,1,emai
2.352,1,1,1,2,1,1,1,emai
1.23,1,1,1,1,1,1,1,emai
1.775,1,1,1,1,1,1,1,emai
1.454,1,1,1,1,1,1,2,emai
2.525,1,1,1,1,1,1,1,emai
2.638,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.6,1,1,1,1,1,1,1,emai
1.625,1,1,1,1,1,1,2,emai
2.829,1,1,1,1,1,1,1,emai
2.54,1,1,1,1,1,1,1,emai
4.352,1,1,1,1,1,1,1,emai
2.704,1,1,1,1,1,1,1,emai
2.862,1,1,1,1,1,1,2,emai
4.312,1,1,1,1,1,1,1,emai
2.827,1,1,1,1,1,1,1,emai
1.632,1,1,1,1,1,1,1,emai
2.555,1,1,1,1,1,1,1,emai
1.314,1,1,1,1,1,1,1,emai
1.704,1,1,1,1,1,1,1,emai
2.137,1,1,1,1,1,1,1,emai
2.071,1,2,1,1,1,1,2,emai
1.429,1,1,1,1,1,1,1,emai
1.508,1,1,1,1,2,1,1,emai
1.536,1,1,1,1,1,1,1,emai
1.033,1,1,1,1,1,1,3,emai
1.276,1,1,1,1,2,1,1,emai
1.142,1,1,1,1,1,1,1,emai
3.103,1,1,1,1,1,1,1,emai
3.956,1,1,1,1,1,1,2,emai
3.772,1,1,1,1,1,1,1,emai
2.848,1,1,1,1,1,1,1,emai
4.05,1,1,1,1,1,1,1,emai
3.333,1,1,1,1,1,1,1,emai
1.884,1,1,1,1,2,1,1,emai
1.698,1,1,2,1,2,1,1,emai
1,1,1,1,1,2,1,3,emai
2,1,1,1,2,1,1,1,emai
4.368,1,1,1,1,1,1,1,emai
3.4,1,1,1,1,1,1,1,emai
2.29,1,1,1,1,1,1,1,emai
1.346,1,1,1,1,1,1,2,emai
2.939,1,1,1,1,1,1,1,emai
1.873,1,1,1,1,1,1,1,emai
1.963,1,1,1,2,1,1,1,emai
4.117,1,1,1,1,1,1,1,emai
2.918,1,1,1,1,1,2,1,emai
2.625,1,1,1,2,1,1,1,emai
2.342,1,1,1,1,1,1,2,emai
2.843,1,1,1,2,1,1,1,emai
1.444,1,1,1,1,1,1,1,emai
2.457,1,1,2,1,1,1,2,emai
3.137,1,1,1,1,1,1,1,emai
1.482,1,1,1,1,1,2,2,emai
1.047,1,1,1,1,1,1,2,emai
1.7,1,1,1,1,2,2,3,emai
1.565,1,1,1,1,1,2,2,emai
2,1,1,1,2,2,1,3,emai
1.714,1,1,1,1,1,1,2,emai
1.769,1,1,1,1,1,1,2,emai
1.414,1,1,1,1,2,1,1,emai
5.2,1,1,2,2,1,1,1,emai
1.315,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,2,emai
1.705,1,1,2,2,2,2,1,emai
1.086,1,1,1,1,2,1,2,emai
1.727,1,1,1,1,1,1,3,emai
1.12,1,1,1,1,2,1,2,emai
1.666,1,1,1,1,1,1,3,emai
1.148,1,1,1,1,2,1,2,emai
1,1,1,1,1,2,1,3,emai
1,1,1,1,1,1,1,1,emai
1.514,1,1,1,1,2,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1.411,1,1,1,1,1,1,1,emai
1.6,1,1,1,1,1,1,1,emai
1.093,1,1,1,2,1,1,2,emai
3.5,1,1,1,1,1,1,1,emai
1.131,1,1,1,2,1,1,1,emai
1.387,1,1,1,1,1,1,3,emai
1.131,1,1,1,1,2,1,3,emai
1.138,1,1,2,2,1,1,3,emai
1.787,1,1,1,1,1,1,1,emai
1.218,1,1,1,2,1,1,1,emai
1.843,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.136,1,1,2,1,1,2,1,emai
2.769,1,1,1,1,1,1,1,emai
2.052,1,1,1,1,1,1,2,emai
2.538,1,1,1,1,1,1,1,emai
2.674,1,1,1,1,2,1,1,emai
1.285,1,1,1,1,1,1,2,emai
2.105,1,1,1,1,1,1,1,emai
7.326,1,1,1,1,1,1,1,emai
6.822,1,1,1,1,1,1,1,emai
6.423,1,1,1,1,2,1,1,emai
7.531,1,1,1,1,1,1,1,emai
2.222,1,1,1,1,1,1,1,emai
2.052,1,1,1,1,1,1,1,emai
2.692,1,1,1,1,1,1,1,emai
7.464,1,1,1,1,1,1,1,emai
6.912,1,1,1,1,1,1,1,emai
3.555,1,1,1,1,1,1,1,emai
2.388,1,1,1,1,1,1,1,emai
2.482,1,1,1,1,1,1,1,emai
1.933,1,1,1,1,1,1,1,emai
2.744,1,1,1,1,1,1,1,emai
1.695,1,1,1,1,1,1,1,emai
3.304,1,1,1,1,1,1,2,emai
1.75,1,1,1,1,1,1,1,emai
1.035,1,1,2,1,1,1,1,emai
1.307,1,1,1,1,2,1,1,emai
1.934,1,1,1,2,1,1,2,emai
1.571,1,1,1,1,1,1,1,emai
1.2,1,1,1,1,1,1,1,emai
1.459,1,1,1,1,2,1,2,emai
1.222,1,1,1,1,2,1,1,emai
1.057,1,1,1,1,1,1,2,emai
3.587,1,1,1,1,2,1,1,emai
1.302,1,1,1,1,1,1,2,emai
7.416,1,1,1,1,1,1,1,emai
1.214,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
5.802,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,2,emai
5.016,1,1,1,1,1,1,1,emai
5.397,1,1,1,1,1,1,2,emai
1.333,1,1,1,1,1,1,1,emai
1.076,1,1,1,1,1,1,1,emai
1.419,1,1,1,1,1,2,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,2,1,1,1,1,emai
1.142,1,1,1,1,1,1,1,emai
3.714,1,2,1,1,1,2,2,emai
1.505,1,1,1,1,2,1,1,emai
2.655,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,1,emai
2.193,1,1,1,1,1,1,2,emai
2.043,1,1,1,1,2,1,2,emai
1.442,1,2,1,1,2,1,1,emai
1.425,1,1,1,1,2,1,3,emai
1,1,1,1,1,1,1,2,emai
1.296,1,1,1,1,1,1,2,emai
1.238,1,1,1,1,2,1,1,emai
1.541,1,1,1,2,2,1,1,emai
3.533,1,1,1,1,2,1,1,emai
2.928,1,1,1,2,1,1,3,emai
8.761,1,1,1,2,1,1,1,emai
2.535,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
2.944,1,1,1,1,1,1,1,emai
6.09,1,1,1,1,2,1,1,emai
6.09,1,1,1,1,2,1,1,emai
1.625,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.562,1,1,1,1,1,1,2,emai
1.08,1,1,1,1,1,1,2,emai
1.797,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.405,2,1,1,2,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.11,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.329,1,1,1,1,1,1,1,emai
5.689,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,1,emai
1.967,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,2,emai
1.366,1,1,1,1,1,1,2,emai
1.391,1,1,1,1,1,1,2,emai
2.125,1,1,1,1,1,1,1,emai
2,1,1,1,2,1,1,2,emai
3.367,1,1,1,2,2,1,1,emai
1.687,1,1,1,1,1,1,3,emai
1.214,1,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.166,1,1,1,2,1,2,2,emai
1.518,1,1,1,1,1,1,2,emai
4.5,1,1,1,1,1,1,3,emai
4.13,1,1,2,1,1,1,1,emai
3,1,1,2,1,1,1,1,emai
2.285,1,1,1,1,1,2,1,emai
1,1,1,1,1,1,1,1,emai
3.904,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,3,emai
1.608,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,3,emai
2.181,1,1,1,1,1,2,1,emai
2.05,1,1,1,1,2,1,1,emai
1.462,1,1,1,1,2,1,3,emai
1.488,1,1,1,1,1,1,3,emai
1.571,1,1,1,1,1,1,1,emai
1.409,1,1,1,1,2,1,3,emai
2.178,1,1,1,1,1,1,2,emai
6.137,1,1,1,1,1,1,2,emai
1.065,1,1,1,1,1,1,2,emai
10,1,1,1,2,1,1,1,emai
1.702,1,1,1,1,1,1,2,emai
1.966,1,1,1,2,1,1,1,emai
1.032,1,1,1,2,1,1,1,emai
2.074,1,1,1,1,1,1,1,emai
1.576,1,1,1,1,1,1,3,emai
1.542,1,1,2,1,1,2,2,emai
1.769,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.7,1,1,1,1,1,1,2,emai
1.653,1,1,1,1,1,1,2,emai
1.684,1,1,1,2,1,1,1,emai
1,1,1,1,1,1,1,1,emai
4.75,1,1,1,2,1,1,1,emai
3.891,1,1,1,2,1,1,1,emai
5.153,1,1,1,2,1,1,1,emai
1.792,1,1,1,2,2,1,3,emai
1,1,1,1,1,1,1,1,emai
8.117,1,1,1,2,1,1,1,emai
5.263,1,1,1,2,1,1,1,emai
3.659,1,1,1,2,1,1,3,emai
4.757,1,1,1,2,1,1,2,emai
2.587,1,1,1,2,1,1,2,emai
2.587,1,1,1,2,1,1,2,emai
1.292,1,1,1,1,2,1,1,emai
2.587,1,1,1,2,1,1,2,emai
5.277,1,1,1,2,1,1,3,emai
7.046,1,1,1,2,1,1,1,emai
2.97,1,1,1,2,1,1,2,emai
1.428,1,1,1,1,1,1,1,emai
1.866,1,1,1,1,1,1,2,emai
1.551,1,1,1,1,1,1,2,emai
13.333,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,3,emai
1.6,1,1,1,1,1,1,1,emai
1.3,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,3,emai
3,1,1,1,1,1,1,1,emai
1.75,1,1,1,1,1,1,1,emai
1.115,1,1,1,1,1,1,2,emai
1.826,1,1,1,1,1,1,2,emai
1,1,1,1,1,1,1,3,emai
1.437,1,1,2,1,1,2,2,emai
2.933,1,1,1,1,1,1,2,emai
3.441,1,2,1,1,2,1,1,emai
4.696,1,1,1,1,1,1,1,emai
2.652,1,1,1,1,1,1,1,emai
6,1,1,1,2,1,1,2,emai
1.626,1,1,1,2,1,1,3,emai
1,1,1,1,1,1,1,1,emai
3,1,1,1,1,1,1,1,emai
3.176,1,1,1,1,1,1,1,emai
1.27,1,1,1,1,2,1,1,emai
2.071,1,1,1,1,1,1,1,emai
1.875,1,1,1,1,1,1,1,emai
3.222,1,1,1,1,1,1,3,emai
3.125,1,1,1,1,1,1,1,emai
3.121,1,1,1,1,1,1,3,emai
3.043,1,1,1,1,1,1,1,emai
2.769,1,1,1,1,1,1,1,emai
2.603,1,1,1,1,1,1,1,emai
3.387,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.681,1,1,1,1,1,1,2,emai
2.166,1,1,1,1,1,1,2,emai
2.284,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.484,1,1,1,1,1,1,2,emai
1.719,1,1,1,1,1,1,1,emai
1.555,1,1,1,1,1,1,1,emai
1.153,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,2,1,1,emai
1.75,1,1,1,1,1,1,1,emai
1.117,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.375,1,1,1,1,1,1,1,emai
5.333,1,1,1,1,1,1,1,emai
1.687,1,1,1,1,1,1,1,emai
1,1,1,1,1,1,1,1,emai
1.47,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.292,1,1,1,2,1,1,1,emai
1,1,1,1,1,1,1,1,emai
2.272,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,1,emai
1.911,1,1,1,2,1,1,1,emai
1.25,1,1,1,1,1,1,1,emai
2.333,1,1,1,1,1,1,1,emai
1.714,1,1,1,1,1,1,1,emai
1.166,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.228,1,1,1,1,1,1,2,emai
3.333,1,1,1,1,1,1,1,emai
2,1,1,1,1,1,1,1,emai
1.271,1,1,1,1,1,1,2,emai
1.189,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.318,1,1,1,1,1,1,1,emai
1.2,1,1,1,1,1,1,1,emai
1.333,1,1,1,1,1,1,1,emai
1.512,1,1,1,1,2,1,1,emai
1.024,1,1,1,1,2,1,1,emai
1.617,1,1,1,1,1,1,1,emai
1.136,1,1,1,1,1,1,1,emai
1,1,1,1,1,2,1,1,emai
1.225,1,1,1,2,1,1,1,emai
1.256,1,1,1,2,2,1,1,emai
1,1,1,1,1,1,1,1,emai
1.72,1,1,1,1,1,1,1,emai
1.372,1,1,2,1,1,1,1,emai
1.266,1,1,1,1,1,1,1,emai
1.666,1,1,1,1,1,1,1,emai
1.5,1,1,1,1,1,1,1,emai
1.272,1,1,1,1,1,2,1,emai
1,1,1,1,1,2,1,1,emai
2.468,1,1,1,2,1,1,1,emai
1.285,1,1,1,1,2,1,1,emai
1,1,1,1,1,1,1,3,emai
1.727,1,1,1,1,1,1,1,emai
1.142,1,1,1,1,1,1,1,emai
1.25,1,1,1,1,1,1,2,emai
1.971,1,2,1,2,2,1,2,spam
5.659,2,1,2,2,2,1,3,spam
1.32,2,1,1,1,2,1,3,spam
2.569,2,1,1,1,2,1,2,spam
2.565,2,1,1,1,2,1,2,spam
2.687,2,1,2,2,2,1,1,spam
4.142,1,1,1,2,2,1,3,spam
3.851,1,1,1,2,2,1,3,spam
4,1,1,1,2,2,1,3,spam
5.301,1,1,2,1,2,1,3,spam
5.891,2,2,2,2,1,2,2,spam
3.254,2,2,1,2,1,2,3,spam
3.642,1,1,1,1,1,1,1,spam
1.411,2,1,1,2,2,1,1,spam
72.5,2,1,1,1,2,1,3,spam
26.5,1,2,1,2,1,1,3,spam
2.325,1,1,1,1,1,1,2,spam
3.675,1,2,2,2,2,2,3,spam
5.038,2,1,2,2,1,1,2,spam
1.525,1,2,1,2,1,1,3,spam
1.775,1,1,2,2,2,1,1,spam
4.974,2,1,1,2,2,2,3,spam
2.676,2,2,1,1,1,1,1,spam
3.166,1,1,2,2,1,2,3,spam
10.068,1,2,1,2,1,1,3,spam
5.5,1,1,1,1,1,1,3,spam
6.166,2,1,1,1,1,1,1,spam
1.285,2,1,1,2,1,1,3,spam
3.836,2,1,1,1,2,2,1,spam
1.238,1,1,1,1,2,1,1,spam
4.875,2,1,1,2,2,2,3,spam
2.379,1,1,2,1,1,2,1,spam
3.416,1,1,1,1,2,2,1,spam
32.142,1,2,2,2,1,2,3,spam
2.36,1,1,1,2,2,1,3,spam
1.891,2,2,1,1,2,2,2,spam
2.128,1,1,1,2,2,2,2,spam
3.272,2,1,1,1,1,2,3,spam
3.272,2,1,1,1,1,2,3,spam
5.428,1,2,2,2,2,2,2,spam
5.133,2,1,1,1,2,1,3,spam
5.571,2,1,1,2,2,1,2,spam
7.313,1,1,1,1,2,2,1,spam
3.121,1,1,1,2,2,1,2,spam
3.131,2,1,1,2,1,1,1,spam
2.179,1,2,1,1,1,1,3,spam
2.428,1,1,2,2,2,2,3,spam
4,2,1,1,2,2,1,2,spam
1.416,2,2,1,2,2,1,1,spam
3.215,1,1,2,1,2,1,3,spam
4.07,2,2,1,1,2,1,1,spam
5.323,2,2,1,2,2,2,3,spam
3.891,2,1,2,1,2,1,3,spam
3.173,1,1,2,1,2,1,3,spam
3.314,2,2,2,1,1,2,2,spam
29.125,2,1,1,1,1,2,2,spam
5.454,2,2,1,2,2,2,3,spam
2.111,1,1,1,1,2,1,1,spam
3.315,1,2,1,2,2,2,3,spam
1.895,2,2,2,2,2,1,2,spam
2.689,2,1,2,2,2,1,3,spam
1.537,2,1,2,2,2,2,1,spam
3.105,1,2,1,1,2,2,2,spam
2.338,1,1,1,2,2,1,3,spam
1.543,1,1,1,1,2,1,1,spam
173,2,1,2,2,1,2,3,spam
15.08,2,1,1,1,2,1,3,spam
7.258,1,1,2,2,2,2,2,spam
2.6,1,2,1,1,1,1,3,spam
5.423,2,1,1,2,2,2,3,spam
5.607,1,1,1,1,1,2,3,spam
12.055,1,1,1,1,2,1,3,spam
1.741,1,2,1,2,2,1,1,spam
3.257,1,1,1,2,1,2,2,spam
2.962,1,1,2,1,1,2,2,spam
2.962,1,1,2,1,1,2,2,spam
3.181,1,1,1,1,2,2,1,spam
16.217,2,1,1,1,2,1,3,spam
4.979,2,1,1,2,2,2,3,spam
3.946,2,1,2,2,2,2,3,spam
1.733,2,2,1,1,2,2,1,spam
24.785,2,1,1,2,1,2,3,spam
5.392,2,1,2,2,2,2,2,spam
1.862,2,1,2,1,2,1,3,spam
2.345,1,2,1,2,2,2,3,spam
1.888,2,1,1,1,2,1,1,spam
2.333,2,2,1,2,2,2,3,spam
1.494,2,1,2,2,2,2,1,spam
5.289,2,1,1,2,2,2,3,spam
1.74,2,2,1,1,2,2,1,spam
2.576,2,1,1,2,2,1,2,spam
2.623,1,1,2,1,1,2,2,spam
1.494,2,1,2,2,2,2,1,spam
1.266,1,1,1,1,1,1,1,spam
4.617,1,1,1,1,1,1,3,spam
2.538,2,2,2,1,2,2,2,spam
3.343,1,1,1,2,1,2,2,spam
5.538,1,1,1,2,1,2,2,spam
2.458,2,2,1,2,2,2,3,spam
2.217,1,1,1,1,1,1,1,spam
4.5,1,1,2,1,1,2,1,spam
3.922,1,1,1,1,1,1,2,spam
1,1,1,1,1,2,1,1,spam
1.494,2,1,2,2,2,2,1,spam
2.527,1,1,1,1,2,2,3,spam
1102.5,1,1,2,1,1,2,3,spam
2.346,2,1,1,2,2,1,2,spam
3.317,1,1,1,1,2,1,2,spam
6.11,1,2,2,2,2,2,2,spam
3.388,2,1,1,2,2,1,2,spam
1.541,1,2,1,1,2,1,1,spam
1.428,1,1,1,2,2,1,3,spam
5.456,2,1,1,2,2,2,3,spam
1.748,1,2,1,1,2,2,1,spam
11.32,1,2,1,1,2,2,2,spam
3.545,1,1,1,1,1,2,2,spam
5.558,2,1,2,1,1,1,2,spam
2.09,1,1,1,2,2,1,1,spam
4.896,2,1,2,2,2,2,2,spam
2.17,1,1,2,2,2,1,2,spam
3.168,1,1,1,1,2,2,3,spam
7.484,2,2,1,2,2,2,2,spam
6.3,1,1,1,1,2,1,2,spam
3.737,1,1,1,2,1,2,3,spam
2.559,1,1,2,2,2,2,2,spam
2.441,2,2,1,1,2,2,3,spam
3.417,1,1,1,1,2,1,3,spam
1.246,2,1,1,1,2,1,1,spam
3.454,1,1,2,1,1,2,3,spam
1.21,1,1,1,1,1,1,3,spam
